shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
002C_shp,37.997561074,-121.793181492999,1368,27340
002C_shp,37.997446434,-121.792502710999,1369,27360
002C_shp,37.997331218,-121.791824085999,1370,27380
002C_shp,37.997215232,-121.791145669999,1371,27400
002C_shp,37.997098369,-121.790467496999,1372,27420
002C_shp,37.996979927,-121.789789762999,1373,27440
002C_shp,37.996860213,-121.789112386999,1374,27460
002C_shp,37.996740029,-121.788435143999,1375,27480
002C_shp,37.996620184,-121.787757805999,1376,27500
002C_shp,37.996501484,-121.787080148999,1377,27520
002C_shp,37.996383214,-121.786402370999,1378,27540
002C_shp,37.996265421,-121.785724461999,1379,27560
002C_shp,37.996149995,-121.785045906999,1380,27580
002C_shp,37.996037534,-121.784366556999,1381,27600
002C_shp,37.995936114,-121.783684452999,1382,27620
002C_shp,37.99583167,-121.783003078999,1383,27640
002C_shp,37.995720115,-121.782323494999,1384,27660
002C_shp,37.995604506,-121.781644993999,1385,27680
002C_shp,37.99548538,-121.780967465999,1386,27700
002C_shp,37.99538897,-121.780434326999,1387,27720
002D_shp,37.706256096,-122.468900500999,1,0
002D_shp,37.706714758,-122.468520131999,2,20
002D_shp,37.707177432,-122.468147559999,3,40
002D_shp,37.707642925,-122.467780585999,4,60
002D_shp,37.70809714,-122.467391907999,5,80
002D_shp,37.708551649,-122.467003976999,6,100
002D_shp,37.709008931,-122.466621229999,7,120
002D_shp,37.709417032,-122.466160958999,8,140
002D_shp,37.709746793,-122.465609018999,9,160
002D_shp,37.70997986,-122.464984579999,10,180
002D_shp,37.710106545,-122.464312521999,11,200
002D_shp,37.710135969,-122.463622666999,12,220
002D_shp,37.710132057,-122.462931314999,13,240
002D_shp,37.710123215,-122.462240020999,14,260
002D_shp,37.710111302,-122.461548796999,15,280
002D_shp,37.710100275,-122.460857550999,16,300
002D_shp,37.710093384,-122.460166220999,17,320
002D_shp,37.710090234,-122.459474848999,18,340
002D_shp,37.710093114,-122.458783476999,19,360
002D_shp,37.710109794,-122.458092475999,20,380
002D_shp,37.7101596,-122.457404107999,21,400
002D_shp,37.710263004,-122.456725470999,22,420
002D_shp,37.710426636,-122.456065914999,23,440
002D_shp,37.710645119,-122.455431862999,24,460
002D_shp,37.710922127,-122.454835206999,25,480
002D_shp,37.7112468,-122.454277936999,26,500
002D_shp,37.711608853,-122.453758261999,27,520
002D_shp,37.711990274,-122.453260763999,28,540
002D_shp,37.712377758,-122.452770725999,29,560
002D_shp,37.712768661,-122.452285004999,30,580
002D_shp,37.713160391,-122.451800336999,31,600
002D_shp,37.713555339,-122.451319828999,32,620
002D_shp,37.713955814,-122.450846624999,33,640
002D_shp,37.714365708,-122.450386411999,34,660
002D_shp,37.714788583,-122.449945236999,35,680
002D_shp,37.715229379,-122.449532846999,36,700
002D_shp,37.715689436,-122.449155322999,37,720
002D_shp,37.716169504,-122.448819938999,38,740
002D_shp,37.716674607,-122.448549047999,39,760
002D_shp,37.717197822,-122.448339282999,40,780
002D_shp,37.717734751,-122.448194819999,41,800
002D_shp,37.718278657,-122.448098850999,42,820
002D_shp,37.718824804,-122.448025333999,43,840
002D_shp,37.71937134,-122.447956686999,44,860
002D_shp,37.719915924,-122.447866700999,45,880
002D_shp,37.720458322,-122.447757734999,46,900
002D_shp,37.720999511,-122.447639555999,47,920
002D_shp,37.721540534,-122.447520492999,48,940
002D_shp,37.722082398,-122.447407328999,49,960
002D_shp,37.722623211,-122.447286445999,50,980
002D_shp,37.723163129,-122.447159398999,51,1000
002D_shp,37.723700013,-122.447013857999,52,1020
002D_shp,37.724226805,-122.446818501999,53,1040
002D_shp,37.724741021,-122.446575897999,54,1060
002D_shp,37.725241547,-122.446291345999,55,1080
002D_shp,37.725722544,-122.445957765999,56,1100
002D_shp,37.726185492,-122.445585812999,57,1120
002D_shp,37.726624379,-122.445170329999,58,1140
002D_shp,37.727036948,-122.444714013999,59,1160
002D_shp,37.727424307,-122.444223870999,60,1180
002D_shp,37.727781395,-122.443698609999,61,1200
002D_shp,37.72811223,-122.443146732999,62,1220
002D_shp,37.728418105,-122.442572435999,63,1240
002D_shp,37.728695402,-122.441975572999,64,1260
002D_shp,37.728952668,-122.441364633999,65,1280
002D_shp,37.729186692,-122.440739007999,66,1300
002D_shp,37.729410941,-122.440107706999,67,1320
002D_shp,37.729645128,-122.439482176999,68,1340
002D_shp,37.72990113,-122.438870455999,69,1360
002D_shp,37.730188358,-122.438281074999,70,1380
002D_shp,37.730506999,-122.437717993999,71,1400
002D_shp,37.730845165,-122.437173034999,72,1420
002D_shp,37.731190741,-122.436635487999,73,1440
002D_shp,37.731538622,-122.436100294999,74,1460
002D_shp,37.7318872,-122.435565818999,75,1480
002D_shp,37.732237778,-122.435033418999,76,1500
002D_shp,37.732590576,-122.434503346999,77,1520
002D_shp,37.732945497,-122.433975522999,78,1540
002D_shp,37.733296982,-122.433444104999,79,1560
002D_shp,37.73364557,-122.432909624999,80,1580
002D_shp,37.733994632,-122.432375635999,81,1600
002D_shp,37.734344161,-122.431842127999,82,1620
002D_shp,37.734694131,-122.431309073999,83,1640
002D_shp,37.735044608,-122.430776548999,84,1660
002D_shp,37.735395761,-122.430244727999,85,1680
002D_shp,37.735748574,-122.429714646999,86,1700
002D_shp,37.736102507,-122.429185749999,87,1720
002D_shp,37.73645652,-122.428656934999,88,1740
002D_shp,37.736809574,-122.428127102999,89,1760
002D_shp,37.737160623,-122.427595159999,90,1780
002D_shp,37.737508085,-122.427059496999,91,1800
002D_shp,37.737854004,-122.426522247999,92,1820
002D_shp,37.738204765,-122.425990003999,93,1840
002D_shp,37.73856299,-122.425465716999,94,1860
002D_shp,37.738934765,-122.424956634999,95,1880
002D_shp,37.739322841,-122.424467259999,96,1900
002D_shp,37.739731026,-122.424004591999,97,1920
002D_shp,37.740163483,-122.423578433999,98,1940
002D_shp,37.740613266,-122.423181511999,99,1960
002D_shp,37.741081203,-122.422819601999,100,1980
002D_shp,37.741561494,-122.422484048999,101,2000
002D_shp,37.742045061,-122.422156004999,102,2020
002D_shp,37.742529993,-122.421831173999,103,2040
002D_shp,37.743016284,-122.421509577,104,2060
002D_shp,37.743503246,-122.421189589999,105,2080
002D_shp,37.743990239,-122.420869676999,106,2100
002D_shp,37.744477373,-122.420550102999,107,2120
002D_shp,37.744965008,-122.420231740999,108,2140
002D_shp,37.745453418,-122.419915267999,109,2160
002D_shp,37.745942479,-122.419600387999,110,2180
002D_shp,37.746432759,-122.419288532999,111,2200
002D_shp,37.746924125,-122.418979407999,112,2220
002D_shp,37.747423017,-122.418690175999,113,2240
002D_shp,37.747937747,-122.418449724999,114,2260
002D_shp,37.748472716,-122.418294425999,115,2280
002D_shp,37.749019024,-122.418227319999,116,2300
002D_shp,37.749568154,-122.418225187999,117,2320
002D_shp,37.750116933,-122.418254220999,118,2340
002D_shp,37.750665319,-122.418293320999,119,2360
002D_shp,37.751213165,-122.418343011999,120,2380
002D_shp,37.75176029,-122.418403996,121,2400
002D_shp,37.752306787,-122.418472963999,122,2420
002D_shp,37.752854589,-122.418523502999,123,2440
002D_shp,37.753402378,-122.418574269999,124,2460
002D_shp,37.753950153,-122.418625257999,125,2480
002D_shp,37.754497916,-122.418676470999,126,2500
002D_shp,37.755045666,-122.418727904999,127,2520
002D_shp,37.755593401,-122.418779561999,128,2540
002D_shp,37.756141124,-122.418831441999,129,2560
002D_shp,37.756688834,-122.418883544999,130,2580
002D_shp,37.75723653,-122.418935870999,131,2600
002D_shp,37.757784212,-122.418988419999,132,2620
002D_shp,37.758331881,-122.419041191999,133,2640
002D_shp,37.758879537,-122.419094184999,134,2660
002D_shp,37.759427179,-122.419147402999,135,2680
002D_shp,37.759974807,-122.419200841999,136,2700
002D_shp,37.760522421,-122.419254505999,137,2720
002D_shp,37.761070022,-122.419308391999,138,2740
002D_shp,37.761617608,-122.419362498999,139,2760
002D_shp,37.762165181,-122.419416831999,140,2780
002D_shp,37.76271274,-122.419471386999,141,2800
002D_shp,37.763260285,-122.419526163999,142,2820
002D_shp,37.763807815,-122.419581163999,143,2840
002D_shp,37.764355331,-122.419636387999,144,2860
002D_shp,37.764902833,-122.419691833999,145,2880
002D_shp,37.765450576,-122.419743300999,146,2900
002D_shp,37.765998326,-122.419794715999,147,2920
002D_shp,37.766545973,-122.419847836999,148,2940
002D_shp,37.767093513,-122.419902697999,149,2960
002D_shp,37.767640879,-122.419960219999,150,2980
002D_shp,37.768187967,-122.420021801999,151,3000
002D_shp,37.768734965,-122.420084646999,152,3020
002D_shp,37.769282115,-122.420145346999,153,3040
002D_shp,37.76982947,-122.420203036999,154,3060
002D_shp,37.770377103,-122.420256385999,155,3080
002D_shp,37.770925056,-122.420304192999,156,3100
002D_shp,37.771473421,-122.420343807,157,3120
002D_shp,37.772022308,-122.420368386999,158,3140
002D_shp,37.772570925,-122.420341865999,159,3160
002D_shp,37.773114498,-122.420245336999,160,3180
002D_shp,37.773644742,-122.420066009999,161,3200
002D_shp,37.77415737,-122.419818713999,162,3220
002D_shp,37.774643225,-122.419496406999,163,3240
002D_shp,37.77509867,-122.419110255999,164,3260
002D_shp,37.775523561,-122.418672052999,165,3280
002D_shp,37.775927066,-122.418202562999,166,3300
002D_shp,37.776325669,-122.417726459999,167,3320
002D_shp,37.776722276,-122.417247714999,168,3340
002D_shp,37.777116891,-122.416766360999,169,3360
002D_shp,37.777509199,-122.416282023999,170,3380
002D_shp,37.777898837,-122.415794272999,171,3400
002D_shp,37.778285888,-122.415303260999,172,3420
002D_shp,37.778670331,-122.414809005,173,3440
002D_shp,37.779052152,-122.414311531999,174,3460
002D_shp,37.779433966,-122.413814129999,175,3480
002D_shp,37.779826417,-122.413329958999,176,3500
002D_shp,37.78021788,-122.412844516999,177,3520
002D_shp,37.780607977,-122.412357330999,178,3540
002D_shp,37.780996768,-122.411868487999,179,3560
002D_shp,37.781385961,-122.411380149999,180,3580
002D_shp,37.781776939,-122.410894077999,181,3600
002D_shp,37.782168708,-122.410409013999,182,3620
002D_shp,37.782559328,-122.409922481999,183,3640
002D_shp,37.782947882,-122.409433325999,184,3660
002D_shp,37.78333562,-122.408943142999,185,3680
002D_shp,37.783724075,-122.408453856999,186,3700
002D_shp,37.784113748,-122.407966108999,187,3720
002D_shp,37.784504055,-122.407479164,188,3740
002D_shp,37.784894883,-122.406992880999,189,3760
002D_shp,37.785283935,-122.406504336999,190,3780
002D_shp,37.78567258,-122.406015279999,191,3800
002D_shp,37.786060819,-122.405525706999,192,3820
002D_shp,37.786448628,-122.405035590999,193,3840
002D_shp,37.78683551,-122.404544311,194,3860
002D_shp,37.787221807,-122.404052294999,195,3880
002D_shp,37.787608252,-122.403560464999,196,3900
002D_shp,37.787995578,-122.403069733,197,3920
002D_shp,37.788384056,-122.402580445999,198,3940
002D_shp,37.788773201,-122.402091998999,199,3960
002D_shp,37.789163,-122.401604377999,200,3980
002D_shp,37.78955337,-122.401117481999,201,4000
002D_shp,37.789943233,-122.400629935999,202,4020
002D_shp,37.790332364,-122.400141460999,203,4040
002D_shp,37.790720761,-122.399652057999,204,4060
002D_shp,37.791108424,-122.399161725999,205,4080
002D_shp,37.791495349,-122.398670469999,206,4100
002D_shp,37.791881537,-122.398178290999,207,4120
002D_shp,37.792266986,-122.397685188999,208,4140
002D_shp,37.792651695,-122.397191167999,209,4160
002D_shp,37.793040537,-122.396702402999,210,4180
002D_shp,37.793428351,-122.396212273999,211,4200
002D_shp,37.793805812,-122.395709473999,212,4220
002D_shp,37.794168667,-122.395189924999,213,4240
002D_shp,37.794503864,-122.394641861999,214,4260
002D_shp,37.794805277,-122.394063923999,215,4280
002D_shp,37.795092222,-122.393473713999,216,4300
002D_shp,37.795373928,-122.392879508999,217,4320
002D_shp,37.795651695,-122.392282364999,218,4340
002D_shp,37.795926263,-122.391682870999,219,4360
002D_shp,37.796198277,-122.391081527999,220,4380
002D_shp,37.796468206,-122.390478690999,221,4400
002D_shp,37.796737949,-122.389875719999,222,4420
002D_shp,37.797007689,-122.389272742999,223,4440
002D_shp,37.797276604,-122.388669181999,224,4460
002D_shp,37.797544299,-122.388064757,225,4480
002D_shp,37.797811744,-122.387460152999,226,4500
002D_shp,37.798078483,-122.386855052999,227,4520
002D_shp,37.798345218,-122.386249945999,228,4540
002D_shp,37.798611951,-122.385644836999,229,4560
002D_shp,37.798879212,-122.385040096999,230,4580
002D_shp,37.799147122,-122.384435809999,231,4600
002D_shp,37.799416385,-122.383832475999,232,4620
002D_shp,37.799683618,-122.383227710999,233,4640
002D_shp,37.799950275,-122.382622536999,234,4660
002D_shp,37.800217204,-122.382017553999,235,4680
002D_shp,37.800485599,-122.381413596999,236,4700
002D_shp,37.800751356,-122.380807791999,237,4720
002D_shp,37.801017474,-122.380202233999,238,4740
002D_shp,37.801284862,-122.379597561999,239,4760
002D_shp,37.801553513,-122.378993779999,240,4780
002D_shp,37.801822901,-122.378390515999,241,4800
002D_shp,37.80208594,-122.377782874999,242,4820
002D_shp,37.802328209,-122.377161640999,243,4840
002D_shp,37.802555886,-122.376531712999,244,4860
002D_shp,37.802769587,-122.375894038999,245,4880
002D_shp,37.802966725,-122.375247942999,246,4900
002D_shp,37.803149536,-122.374595202999,247,4920
002D_shp,37.803316567,-122.373935765999,248,4940
002D_shp,37.803467824,-122.373270322999,249,4960
002D_shp,37.803604188,-122.372599768999,250,4980
002D_shp,37.80372815,-122.371925376999,251,5000
002D_shp,37.803853302,-122.371251331999,252,5020
002D_shp,37.803974345,-122.370576090999,253,5040
002D_shp,37.804093395,-122.369900285999,254,5060
002D_shp,37.804210774,-122.369224018999,255,5080
002D_shp,37.804326891,-122.368547401999,256,5100
002D_shp,37.804441373,-122.367870341999,257,5120
002D_shp,37.804555852,-122.367193279999,258,5140
002D_shp,37.804670326,-122.366516213999,259,5160
002D_shp,37.804784797,-122.365839147999,260,5180
002D_shp,37.80489993,-122.365162258999,261,5200
002D_shp,37.80501552,-122.364485492999,262,5220
002D_shp,37.805132003,-122.363808968999,263,5240
002D_shp,37.805248278,-122.363132385999,264,5260
002D_shp,37.805362448,-122.362455233999,265,5280
002D_shp,37.805478239,-122.361778518999,266,5300
002D_shp,37.805595352,-122.361102161999,267,5320
002D_shp,37.805712657,-122.360425858999,268,5340
002D_shp,37.805829393,-122.359749396999,269,5360
002D_shp,37.805945371,-122.359072727999,270,5380
002D_shp,37.806061345,-122.358396057,271,5400
002D_shp,37.806177316,-122.357719381999,272,5420
002D_shp,37.806292272,-122.357042432999,273,5440
002D_shp,37.8064071,-122.356365447999,274,5460
002D_shp,37.806523701,-122.355688943999,275,5480
002D_shp,37.806640736,-122.355012556999,276,5500
002D_shp,37.806755994,-122.354335686999,277,5520
002D_shp,37.806871488,-122.353658877999,278,5540
002D_shp,37.80698798,-122.352982339999,279,5560
002D_shp,37.807102638,-122.352305303999,280,5580
002D_shp,37.807216697,-122.351628105999,281,5600
002D_shp,37.80733505,-122.350952077999,282,5620
002D_shp,37.807452107,-122.350275689999,283,5640
002D_shp,37.807568094,-122.349599008999,284,5660
002D_shp,37.807683644,-122.348922206999,285,5680
002D_shp,37.807799191,-122.348245402999,286,5700
002D_shp,37.80791512,-122.347568702999,287,5720
002D_shp,37.80803246,-122.346892387999,288,5740
002D_shp,37.808148725,-122.346215776999,289,5760
002D_shp,37.808263842,-122.345538853,290,5780
002D_shp,37.808378956,-122.344861926999,291,5800
002D_shp,37.808495386,-122.344185359,292,5820
002D_shp,37.808612304,-122.343508921999,293,5840
002D_shp,37.808726555,-122.342831760999,294,5860
002D_shp,37.808843301,-122.342155278999,295,5880
002D_shp,37.808960075,-122.341478802999,296,5900
002D_shp,37.809071748,-122.340800966999,297,5920
002D_shp,37.809176278,-122.340121324999,298,5940
002D_shp,37.809273646,-122.339439993999,299,5960
002D_shp,37.809363834,-122.338757092999,300,5980
002D_shp,37.809446829,-122.338072742999,301,6000
002D_shp,37.809522615,-122.337387063,302,6020
002D_shp,37.809591178,-122.336700173999,303,6040
002D_shp,37.809652252,-122.336012162999,304,6060
002D_shp,37.809707127,-122.335323316999,305,6080
002D_shp,37.809757038,-122.334633876999,306,6100
002D_shp,37.80980162,-122.333943856999,307,6120
002D_shp,37.809840868,-122.333253320999,308,6140
002D_shp,37.809874779,-122.332562336999,309,6160
002D_shp,37.80990335,-122.331870964999,310,6180
002D_shp,37.809927058,-122.331179294999,311,6200
002D_shp,37.809944297,-122.330487356999,312,6220
002D_shp,37.809933627,-122.329795196999,313,6240
002D_shp,37.809916233,-122.329103233999,314,6260
002D_shp,37.809892048,-122.328411596999,315,6280
002D_shp,37.809861075,-122.327720391999,316,6300
002D_shp,37.80982332,-122.327029723999,317,6320
002D_shp,37.809778789,-122.326339699999,318,6340
002D_shp,37.809727488,-122.325650422999,319,6360
002D_shp,37.809669424,-122.324962000999,320,6380
002D_shp,37.809604609,-122.324274536999,321,6400
002D_shp,37.809538345,-122.323587281999,322,6420
002D_shp,37.809473724,-122.322899778999,323,6440
002D_shp,37.80941082,-122.322212022999,324,6460
002D_shp,37.809347942,-122.321524263999,325,6480
002D_shp,37.809285422,-122.320836452999,326,6500
002D_shp,37.809221253,-122.320148889,327,6520
002D_shp,37.809157631,-122.319461239999,328,6540
002D_shp,37.809094511,-122.318773531999,329,6560
002D_shp,37.809023747,-122.318086992999,330,6580
002D_shp,37.80895298,-122.317400455999,331,6600
002D_shp,37.808882208,-122.316713921999,332,6620
002D_shp,37.80881178,-122.316027332999,333,6640
002D_shp,37.808745107,-122.315340173999,334,6660
002D_shp,37.808683782,-122.314652198999,335,6680
002D_shp,37.808616016,-122.313965208999,336,6700
002D_shp,37.808544987,-122.313278719999,337,6720
002D_shp,37.808473955,-122.312592229999,338,6740
002D_shp,37.80842799,-122.311902707999,339,6760
002D_shp,37.808362009,-122.311215419999,340,6780
002D_shp,37.8082937,-122.310528493999,341,6800
002D_shp,37.808222628,-122.309842013999,342,6820
002D_shp,37.808148545,-122.309156041999,343,6840
002D_shp,37.808070943,-122.308470688999,344,6860
002D_shp,37.807989606,-122.307786024999,345,6880
002D_shp,37.807904594,-122.307102075999,346,6900
002D_shp,37.807807522,-122.306420691999,347,6920
002D_shp,37.807694418,-122.305743266999,348,6940
002D_shp,37.807565392,-122.305070365999,349,6960
002D_shp,37.807426427,-122.304400601999,350,6980
002D_shp,37.807284316,-122.303731883999,351,7000
002D_shp,37.807139437,-122.303064110999,352,7020
002D_shp,37.806993054,-122.302396859999,353,7040
002D_shp,37.806846501,-122.301729668999,354,7060
002D_shp,37.806700263,-122.301062370999,355,7080
002D_shp,37.806551826,-122.300395845999,356,7100
002D_shp,37.806400179,-122.299730470999,357,7120
002D_shp,37.806245604,-122.299066167999,358,7140
002D_shp,37.806084303,-122.298404433999,359,7160
002D_shp,37.805898014,-122.297753341999,360,7180
002D_shp,37.805677599,-122.297119341999,361,7200
002D_shp,37.805440486,-122.296494918999,362,7220
002D_shp,37.80519244,-122.295877271999,363,7240
002D_shp,37.804933486,-122.295266782999,364,7260
002D_shp,37.804685985,-122.294648889999,365,7280
002D_shp,37.804440102,-122.294029865999,366,7300
002D_shp,37.804190137,-122.293413445999,367,7320
002D_shp,37.803937928,-122.292798477999,368,7340
002D_shp,37.803688109,-122.292181969999,369,7360
002D_shp,37.803441425,-122.291563459999,370,7380
002D_shp,37.803205158,-122.290938558,371,7400
002D_shp,37.802998304,-122.290297418999,372,7420
002D_shp,37.802823431,-122.289641261999,373,7440
002D_shp,37.80266552,-122.288978242999,374,7460
002D_shp,37.802512721,-122.288313324999,375,7480
002D_shp,37.802362901,-122.287647328999,376,7500
002D_shp,37.802215871,-122.286980346999,377,7520
002D_shp,37.802067877,-122.286313706999,378,7540
002D_shp,37.80191723,-122.285648010999,379,7560
002D_shp,37.801756774,-122.284985993999,380,7580
002D_shp,37.801572593,-122.284333944999,381,7600
002D_shp,37.801352167,-122.283700078999,382,7620
002D_shp,37.801095358,-122.283088279999,383,7640
002D_shp,37.800821245,-122.282488433999,384,7660
002D_shp,37.800543541,-122.281891197999,385,7680
002D_shp,37.80026362,-122.281295608999,386,7700
002D_shp,37.799981785,-122.280701460999,387,7720
002D_shp,37.799694538,-122.280111452999,388,7740
002D_shp,37.799398317,-122.279528546,389,7760
002D_shp,37.799087859,-122.278957540999,390,7780
002D_shp,37.798808191,-122.278362322999,391,7800
002D_shp,37.798615114,-122.277715740999,392,7820
002D_shp,37.798533283,-122.277031689999,393,7840
002D_shp,37.798490494,-122.276341651999,394,7860
002D_shp,37.798533093,-122.275654238999,395,7880
002D_shp,37.798753065,-122.275023643999,396,7900
002D_shp,37.799102953,-122.274492119999,397,7920
002D_shp,37.799533619,-122.274065637999,398,7940
002D_shp,37.800030377,-122.273771756999,399,7960
002D_shp,37.800539961,-122.273513525999,400,7980
002D_shp,37.801038567,-122.273223284999,401,8000
002D_shp,37.801531477,-122.272917872,402,8020
002D_shp,37.802019822,-122.272601049999,403,8040
002D_shp,37.802500981,-122.272267192999,404,8060
002D_shp,37.802986278,-122.271943030999,405,8080
002D_shp,37.803481845,-122.271644643999,406,8100
002D_shp,37.803836162,-122.271429437999,407,8120
002D_shp,37.804328562,-122.271122695999,408,8140
002D_shp,37.804820487,-122.270814743999,409,8160
002D_shp,37.805311704,-122.270505002,410,8180
002D_shp,37.805801926,-122.270192761999,411,8200
002D_shp,37.80629224,-122.269880748999,412,8220
002D_shp,37.806783807,-122.269571883999,413,8240
002D_shp,37.807276633,-122.269266220999,414,8260
002D_shp,37.807770277,-122.268962656999,415,8280
002D_shp,37.808264714,-122.268661151999,416,8300
002D_shp,37.80875174,-122.268341598999,417,8320
002D_shp,37.809249126,-122.268048261999,418,8340
002D_shp,37.809766023,-122.267816728999,419,8360
002D_shp,37.810311186,-122.267795074999,420,8380
002D_shp,37.810822684,-122.268037948999,421,8400
002D_shp,37.811254382,-122.268463984,422,8420
002D_shp,37.811651718,-122.268941924999,423,8440
002D_shp,37.812040922,-122.269429936999,424,8460
002D_shp,37.81245151,-122.269888403999,425,8480
002D_shp,37.812912677,-122.270263876999,426,8500
002D_shp,37.813406246,-122.270565968999,427,8520
002D_shp,37.813929862,-122.270773432999,428,8540
002D_shp,37.814471317,-122.270885798999,429,8560
002D_shp,37.81502016,-122.270899143999,430,8580
002D_shp,37.815565984,-122.270826366,431,8600
002D_shp,37.816103484,-122.270684282999,432,8620
002D_shp,37.816635504,-122.270512258999,433,8640
002D_shp,37.817166107,-122.270333436999,434,8660
002D_shp,37.817701133,-122.270176971999,435,8680
002D_shp,37.818237645,-122.270028684999,436,8700
002D_shp,37.818773047,-122.269874123999,437,8720
002D_shp,37.819310074,-122.269728854,438,8740
002D_shp,37.819848432,-122.269591565999,439,8760
002D_shp,37.82038542,-122.269446062999,440,8780
002D_shp,37.820919414,-122.269284243999,441,8800
002D_shp,37.821451461,-122.269112440999,442,8820
002D_shp,37.821989044,-122.268970678999,443,8840
002D_shp,37.822525701,-122.268823608999,444,8860
002D_shp,37.823061733,-122.268673036999,445,8880
002D_shp,37.823597474,-122.268520420999,446,8900
002D_shp,37.824130916,-122.268355514999,447,8920
002D_shp,37.824661744,-122.268177662999,448,8940
002D_shp,37.825193309,-122.268003333999,449,8960
002D_shp,37.82572679,-122.267838558999,450,8980
002D_shp,37.826261789,-122.267681787999,451,9000
002D_shp,37.826798765,-122.2675362,452,9020
002D_shp,37.827338637,-122.267408855999,453,9040
002D_shp,37.827880135,-122.267292850999,454,9060
002D_shp,37.828422644,-122.267184621999,455,9080
002D_shp,37.828966088,-122.267084121999,456,9100
002D_shp,37.829507437,-122.266967524999,457,9120
002D_shp,37.830048431,-122.266847818999,458,9140
002D_shp,37.830589827,-122.266731044999,459,9160
002D_shp,37.831131617,-122.266617204999,460,9180
002D_shp,37.831673789,-122.266506305999,461,9200
002D_shp,37.832216335,-122.266398347999,462,9220
002D_shp,37.832759245,-122.266293329999,463,9240
002D_shp,37.833302498,-122.266191174999,464,9260
002D_shp,37.833846107,-122.266092086999,465,9280
002D_shp,37.834390053,-122.265995982999,466,9300
002D_shp,37.834934632,-122.265905752999,467,9320
002D_shp,37.83547981,-122.265821490999,468,9340
002D_shp,37.836025473,-122.265742351999,469,9360
002D_shp,37.836570492,-122.265656465999,470,9380
002D_shp,37.837114321,-122.265559400999,471,9400
002D_shp,37.837654292,-122.265433232999,472,9420
002D_shp,37.838183733,-122.265249945,473,9440
002D_shp,37.838695137,-122.264998304999,474,9460
002D_shp,37.83918234,-122.264679090999,475,9480
002D_shp,37.839636689,-122.264290449999,476,9500
002D_shp,37.840054974,-122.263842355999,477,9520
002D_shp,37.840427078,-122.263333293999,478,9540
002D_shp,37.840759822,-122.262782799999,479,9560
002D_shp,37.841038263,-122.262186044999,480,9580
002D_shp,37.841275585,-122.261561543999,481,9600
002D_shp,37.841491394,-122.260924651999,482,9620
002D_shp,37.841698133,-122.260282978999,483,9640
002D_shp,37.84190255,-122.259640119999,484,9660
002D_shp,37.84210391,-122.258995727999,485,9680
002D_shp,37.842303942,-122.258350674999,486,9700
002D_shp,37.842501238,-122.257704282999,487,9720
002D_shp,37.84269793,-122.257057594999,488,9740
002D_shp,37.842897764,-122.256412442999,489,9760
002D_shp,37.84310125,-122.255769103999,490,9780
002D_shp,37.843308336,-122.255127593999,491,9800
002D_shp,37.843524096,-122.254490661999,492,9820
002D_shp,37.843751301,-122.253860084999,493,9840
002D_shp,37.843987386,-122.253234699999,494,9860
002D_shp,37.84422694,-122.252611414999,495,9880
002D_shp,37.844470019,-122.251990300999,496,9900
002D_shp,37.844716514,-122.251371329999,497,9920
002D_shp,37.844960534,-122.250750800999,498,9940
002D_shp,37.845198763,-122.250126707999,499,9960
002D_shp,37.845436095,-122.249502067999,500,9980
002D_shp,37.845682012,-122.248882726999,501,10000
002D_shp,37.845933634,-122.248267036999,502,10020
002D_shp,37.84619264,-122.247656255999,503,10040
002D_shp,37.846468606,-122.247057436999,504,10060
002D_shp,37.846765573,-122.246474808999,505,10080
002D_shp,37.847077809,-122.245904969999,506,10100
002D_shp,37.847397326,-122.245341571999,507,10120
002D_shp,37.847717533,-122.244778792999,508,10140
002D_shp,37.848032869,-122.244211651999,509,10160
002D_shp,37.848346718,-122.243643197999,510,10180
002D_shp,37.848662941,-122.243076838999,511,10200
002D_shp,37.848983778,-122.242514618999,512,10220
002D_shp,37.849303332,-122.241951238999,513,10240
002D_shp,37.849615997,-122.241381741999,514,10260
002D_shp,37.849929735,-122.240813186999,515,10280
002D_shp,37.85025166,-122.240251949999,516,10300
002D_shp,37.850570555,-122.239687973999,517,10320
002D_shp,37.850882896,-122.239118193999,518,10340
002D_shp,37.85118277,-122.238537869999,519,10360
002D_shp,37.851469057,-122.237946745999,520,10380
002D_shp,37.851750488,-122.237351894999,521,10400
002D_shp,37.852040314,-122.236763475999,522,10420
002D_shp,37.852328433,-122.236173728999,523,10440
002D_shp,37.852610838,-122.235579592999,524,10460
002D_shp,37.852890767,-122.234983592999,525,10480
002D_shp,37.853168993,-122.234386322999,526,10500
002D_shp,37.853446479,-122.233788504999,527,10520
002D_shp,37.853722926,-122.233189918,528,10540
002D_shp,37.853998703,-122.232590836999,529,10560
002D_shp,37.854274183,-122.231991536999,530,10580
002D_shp,37.854549466,-122.231392090999,531,10600
002D_shp,37.854824317,-122.230792327999,532,10620
002D_shp,37.855098875,-122.230192348999,533,10640
002D_shp,37.855373287,-122.229592261,534,10660
002D_shp,37.855647534,-122.228992050999,535,10680
002D_shp,37.855921553,-122.228391673999,536,10700
002D_shp,37.856195365,-122.227791143999,537,10720
002D_shp,37.856468985,-122.227190472999,538,10740
002D_shp,37.856742437,-122.226589676999,539,10760
002D_shp,37.857015737,-122.225988768999,540,10780
